Features size
5
1
Epoch [1/100], Train Loss: 1.041018, Val Loss: 0.952742
Epoch [68/100], Train Loss: 0.912795, Val Loss: 0.851830
Epoch [69/100], Train Loss: 0.927130, Val Loss: 0.852619
Epoch [70/100], Train Loss: 0.925518, Val Loss: 0.851603
Epoch [71/100], Train Loss: 0.924266, Val Loss: 0.851993
Epoch [72/100], Train Loss: 0.921720, Val Loss: 0.852145
Epoch [73/100], Train Loss: 0.912335, Val Loss: 0.852237
Epoch [74/100], Train Loss: 0.910491, Val Loss: 0.850649
Epoch [75/100], Train Loss: 0.919885, Val Loss: 0.851334
Epoch [76/100], Train Loss: 0.920216, Val Loss: 0.850410
Epoch [77/100], Train Loss: 0.915748, Val Loss: 0.851220
Epoch [78/100], Train Loss: 0.925720, Val Loss: 0.850935
Epoch [79/100], Train Loss: 0.924681, Val Loss: 0.851463
Epoch [80/100], Train Loss: 0.919720, Val Loss: 0.851686
Epoch [81/100], Train Loss: 0.924625, Val Loss: 0.850701
Epoch [82/100], Train Loss: 0.906315, Val Loss: 0.850611
Epoch [83/100], Train Loss: 0.918415, Val Loss: 0.850439
Epoch [84/100], Train Loss: 0.913520, Val Loss: 0.850485
Epoch [85/100], Train Loss: 0.911519, Val Loss: 0.849881
Epoch [86/100], Train Loss: 0.915271, Val Loss: 0.850777
Epoch [87/100], Train Loss: 0.914397, Val Loss: 0.849842
Epoch [88/100], Train Loss: 0.921947, Val Loss: 0.850307
Epoch [89/100], Train Loss: 0.914006, Val Loss: 0.849558
Epoch [90/100], Train Loss: 0.913877, Val Loss: 0.850065
Epoch [91/100], Train Loss: 0.915016, Val Loss: 0.849540
Epoch [92/100], Train Loss: 0.917055, Val Loss: 0.849599
Epoch [93/100], Train Loss: 0.912559, Val Loss: 0.850554
Epoch [94/100], Train Loss: 0.917846, Val Loss: 0.850382
Epoch [95/100], Train Loss: 0.910664, Val Loss: 0.850675
Epoch [96/100], Train Loss: 0.914822, Val Loss: 0.850851
Epoch [97/100], Train Loss: 0.909537, Val Loss: 0.849972
Epoch [98/100], Train Loss: 0.918330, Val Loss: 0.848615
Epoch [99/100], Train Loss: 0.917592, Val Loss: 0.849103
Epoch [100/100], Train Loss: 0.910784, Val Loss: 0.849418
Training completed. Logs and model saved in runs/cnn_20250214_081937
