Features size
5
5
Epoch [1/100], Train Loss: 1.268168, Val Loss: 1.165385
Epoch [54/100], Train Loss: 0.753910, Val Loss: 0.743609
Epoch [55/100], Train Loss: 0.765655, Val Loss: 0.743278
Epoch [56/100], Train Loss: 0.752658, Val Loss: 0.743442
Epoch [57/100], Train Loss: 0.751335, Val Loss: 0.742749
Epoch [58/100], Train Loss: 0.750264, Val Loss: 0.742649
Epoch [59/100], Train Loss: 0.764191, Val Loss: 0.743756
Epoch [60/100], Train Loss: 0.762098, Val Loss: 0.743161
Epoch [61/100], Train Loss: 0.761893, Val Loss: 0.743738
Epoch [62/100], Train Loss: 0.759598, Val Loss: 0.743606
Epoch [63/100], Train Loss: 0.757352, Val Loss: 0.743634
Epoch [64/100], Train Loss: 0.767849, Val Loss: 0.742828
Epoch [65/100], Train Loss: 0.764055, Val Loss: 0.742983
Epoch [66/100], Train Loss: 0.743377, Val Loss: 0.742863
Epoch [67/100], Train Loss: 0.755570, Val Loss: 0.742964
Epoch [68/100], Train Loss: 0.747597, Val Loss: 0.743037
Epoch [69/100], Train Loss: 0.754870, Val Loss: 0.743450
Epoch [70/100], Train Loss: 0.754018, Val Loss: 0.743148
Epoch [71/100], Train Loss: 0.757879, Val Loss: 0.743082
Epoch [72/100], Train Loss: 0.748537, Val Loss: 0.743302
Epoch [73/100], Train Loss: 0.752654, Val Loss: 0.743753
Epoch [74/100], Train Loss: 0.762730, Val Loss: 0.743571
Epoch [75/100], Train Loss: 0.752954, Val Loss: 0.742722
Epoch [76/100], Train Loss: 0.750029, Val Loss: 0.743812
Epoch [77/100], Train Loss: 0.758609, Val Loss: 0.743583
Epoch [78/100], Train Loss: 0.755221, Val Loss: 0.743707
Epoch [79/100], Train Loss: 0.754987, Val Loss: 0.744056
Epoch [80/100], Train Loss: 0.753504, Val Loss: 0.743933
Epoch [81/100], Train Loss: 0.753581, Val Loss: 0.744087
Epoch [82/100], Train Loss: 0.751960, Val Loss: 0.743657
Epoch [83/100], Train Loss: 0.757962, Val Loss: 0.743426
Epoch [84/100], Train Loss: 0.750897, Val Loss: 0.744224
Epoch [85/100], Train Loss: 0.758816, Val Loss: 0.743778
Epoch [86/100], Train Loss: 0.759498, Val Loss: 0.743770
Epoch [87/100], Train Loss: 0.759830, Val Loss: 0.743310
Epoch [88/100], Train Loss: 0.752585, Val Loss: 0.743764
Epoch [89/100], Train Loss: 0.758170, Val Loss: 0.742907
Epoch [90/100], Train Loss: 0.752191, Val Loss: 0.743944
Epoch [91/100], Train Loss: 0.761351, Val Loss: 0.743469
Epoch [92/100], Train Loss: 0.756582, Val Loss: 0.743351
Epoch [93/100], Train Loss: 0.766821, Val Loss: 0.743290
Epoch [94/100], Train Loss: 0.760135, Val Loss: 0.743406
Epoch [95/100], Train Loss: 0.755191, Val Loss: 0.743570
Epoch [96/100], Train Loss: 0.759721, Val Loss: 0.744601
Epoch [97/100], Train Loss: 0.750091, Val Loss: 0.742964
Epoch [98/100], Train Loss: 0.761497, Val Loss: 0.743339
Epoch [99/100], Train Loss: 0.761655, Val Loss: 0.743258
Epoch [100/100], Train Loss: 0.759176, Val Loss: 0.743842
Training completed. Logs and model saved in runs/cnn_20250215_032553
